condition	file_id
tumor	b1814bd0-dcc3-46ba-a37c-1fcf55f88c11
tumor	cd50ecd1-16a0-43e3-9d95-adda19293d00
normal	59d69723-e961-4682-80d7-286a194fc60d
tumor	49528dad-b67b-4d15-bcae-68dd14fecbfc
tumor	a02724ad-c127-4a5b-83e0-5f8bbb5ee463
tumor	6ef58884-5dea-458e-b605-0a68853aac9b
tumor	8518ca2f-9dd8-48be-9f99-3ce67cdd7b3a
tumor	0bb392dd-0738-40f5-9dac-5b05d62a7bc4
tumor	5d06b081-fd28-4fd7-90c7-2c00539f427b
tumor	1c5e3a9d-9c37-4248-bf11-5e01c1366b1a
tumor	46c25c4e-368a-49e8-93ec-abc6b01b7fa0
tumor	f3f4a2c4-55d2-4f07-97ac-4f3ec305ef4e
tumor	eb70ac97-5b16-42f3-8e20-b4c47e320e22
tumor	90b4c560-da43-4bf2-a769-7f142f969e44
normal	3ba3e0c8-bc50-4de7-8cf6-e5e510758a89
tumor	e255e221-57e5-4688-8160-b653dcc8ffb3
tumor	14ff2571-da32-4806-86af-d9ac52496d2e
tumor	30584c1a-8e2f-4440-bf33-7cfa2b582e62
tumor	b2417dca-ff56-4020-b012-ffa66ad2f938
tumor	f1d5d21b-daad-4742-a5e9-b7e5b74421c6
tumor	a753dfba-7cc5-4579-bc4d-08b384678595
tumor	ab8ec9dd-c9ac-442e-8e4b-2f3c7923954a
tumor	7e3d8759-b76c-4ba5-80cc-31afbb8f1af1
tumor	3cb10e8d-9103-4f92-8166-75f6e664d79b
tumor	55cf57b4-23ce-4f68-9ad8-88216addbc29
tumor	78bbeadb-e72d-4cbc-8507-7e41243930b3
tumor	0eb9ad87-b097-4245-a02d-3bbf90799c19
tumor	8ceafc55-4d15-4104-a3cf-04bfa53bc0a9
tumor	05b3e6fd-e63a-474e-83b1-d6a7a88bcd59
tumor	bdf8e83b-4d1c-4c33-87db-ae889170bc86
tumor	9b966a0d-857a-470f-9224-f4d0da9d5f72
tumor	285cb339-11bf-43ea-9bff-33bf1115ce4a
tumor	d8199325-c707-4b9a-a6b1-7bcab8f1ec7a
tumor	97a9e083-8d34-40ff-b76b-39dbe2fd64b3
tumor	7d91be88-0a4a-4872-b700-ad1cad9055a8
tumor	bdc63f12-a872-44b3-8c7b-232a471dbaad
tumor	adb5f210-e4bf-4a69-83d0-26c4b39824c3
tumor	a5bbe584-d543-464c-8a53-8a4cfe28ac34
tumor	380cb0fb-caa0-4a1c-8b66-5a2c5dd225d7
tumor	aee5366e-f50f-4486-8624-f19c70b9fe85
tumor	9f3b9207-fa16-4eba-8feb-d9dc4c48a5d0
tumor	6202a5eb-24f7-45f0-9c8b-36d08a7de212
tumor	885d200e-f039-4ecd-90d4-55940adcb718
normal	a36c36e4-5105-42dc-9f53-c5c24f671889
tumor	c635b60d-9414-4bb5-a9fd-d1959f74b461
tumor	d5746f0a-3aa8-45c9-be31-5c099c97fa0d
tumor	1a2b3ff5-93ad-44c8-b7f0-2b5ed5d0c4ad
tumor	4c65f358-a478-4ccc-bbfa-1bac8aae16f9
tumor	88d7d372-14c3-4fa2-a135-3d0a62f5277b
tumor	413924ed-0673-40ab-aaea-3c9721bdf662
tumor	7786abcb-a9b4-4621-b74e-af5f1519a2e3
tumor	1680ebf0-f36c-46bc-82fa-00641c64aee5
tumor	ef4981b1-589d-4d6a-aa94-acc299219e93
tumor	fe357a68-1135-4ac4-bb38-6359bfee4df7
tumor	6e4bc18a-b3c2-4467-99f9-8067725d5e7f
normal	a4b778a2-440f-46f8-825d-10ceeffb4f7d
tumor	a5fdc040-0557-4551-8b02-1bfac8889c59
tumor	6c4ce33a-55af-462f-89c2-706dbf8b9fd8
tumor	9637a327-9838-44d3-bdbc-3625355eeb77
tumor	c166b849-fe90-4a5f-8775-1b8e0fdc80d2
tumor	9fc6a8e7-9002-4018-8ef3-92225e9ecc25
tumor	e50d9ee6-f21e-46d7-8be4-deba78b732e6
tumor	efc2610a-fdb2-47c5-84ab-346e7541286f
tumor	e127bb33-6568-4d6b-90ef-0011d3c5da72
normal	3686aec6-7e4c-4168-af34-a2a3a40b08cf
tumor	ee3f84a9-4c52-4610-965c-aec73306926e
tumor	61b48b97-45e7-476e-9fe9-b82224271fd8
tumor	1c5adeed-f154-4b7c-902d-779c73c0f256
tumor	2bbce096-4d67-4521-aaf4-f471996e1a13
tumor	5c07ff97-59a9-4d1f-9b8f-d37471fb3ad8
tumor	aa2337c6-b7d0-4c9a-9503-980f1731b69d
tumor	39d2de59-96e9-4c4b-96ab-867e39b2920a
tumor	fd550345-ee15-4388-8a33-aae89d5312e1
tumor	c6f4e9a0-8ebb-4160-9c86-783ddffbb12d
tumor	ff1bf497-6b45-40ea-a8b7-459047c20c4d
tumor	a046c1eb-9d15-4a8b-add9-420739d15325
tumor	3398d53e-c42d-4e7b-b62b-abd1ee1f43e5
tumor	13197278-cd98-4f26-8f13-2bf0b0468704
tumor	fcc0f4fb-6bce-414b-9be2-e2b26a5ebdd8
tumor	a4e91357-10ab-4106-a0a0-bd3e9c92a56d
tumor	d87d6c11-3ae9-4b66-afbd-d4a4b5bdb590
tumor	6c1556f7-0ac7-4a5e-9b6d-3fb3c1334179
normal	da9964ce-1aaf-45ef-87f1-53a2e7ce47c0
tumor	31069fa9-c353-4278-a9da-5d19d3740cb6
tumor	ce78734f-cafa-4fd8-9d22-836dc9c1830f
tumor	a9b4aead-e44d-4a56-a8bd-3805f09d12a7
normal	bead64ab-3233-49df-a254-660ebc4e8928
tumor	7d71f3f2-7601-4856-a4a8-0eb9de28774a
tumor	36c37bf3-53e7-43ab-915f-55db6a747178
normal	b684dfa1-1da8-493e-876a-d8cd9998584a
normal	1c161565-bcbe-4258-8167-940bad0d4b79
tumor	8ea1609f-545d-4f2c-8a8d-4e079b5f308d
normal	74b43e88-67ff-4bc9-bc68-356e9dfe6fcb
tumor	e2477433-0045-4a5e-9c43-e9c761326e7a
tumor	2717e519-f426-42ac-9b9a-293365453975
tumor	50ba9692-0b5a-497b-88dd-4dd9febdf1f0
tumor	bc4b0f16-1bd9-46c2-b9ee-d0ede0b7ebfa
tumor	8adfb44f-9b25-49f7-a455-8192773ce372
normal	a5377808-8976-4d64-9375-ca744138e266
tumor	5f99719e-e0f0-41d9-b3bf-59b318030ffd
tumor	dab35e41-1193-4b2b-8a34-3c25eb1d7911
tumor	0e60dfcd-e411-4a37-88e5-76154fa955f5
tumor	1ae5b995-f6eb-4e94-ac45-18b5b0a061d1
tumor	2467b17a-23be-43e6-baec-d19429caf930
tumor	d151c016-5586-47e7-a209-ad4af6dbede8
tumor	11aa1e45-6ed9-4ba9-aa96-4c921258b0c7
tumor	9abeb40a-8860-49d2-a228-e1cd518aa5b6
tumor	292154f2-03f7-4273-9d27-02e0bcec7f2d
tumor	df4a1f80-3ae0-4539-9eb2-abd7a59ae2ad
tumor	71011088-1831-47d5-83d9-d32029c67430
tumor	cc22aecc-a800-4192-940f-f2d3134799a5
tumor	994f0a1d-4027-43f1-b961-6ad8aaa5ff77
tumor	61827b44-1638-4558-94a9-80017ae9aea5
tumor	04ba5321-c45c-4bcf-b816-065c7feecc5a
tumor	9a8560b6-f42f-44ed-b579-2bdfd25643c8
tumor	0f091424-2ffa-40e6-b881-e83d1497746e
tumor	9d92149f-5c1f-4ee2-bb8b-04de14bd0092
tumor	fdf0c34d-cb70-4ef3-8885-2d125818d40b
tumor	407950b7-f2b7-4db5-bc3c-f50934cb98ac
tumor	3a65fa77-4507-4928-829a-aea887aa9d22
tumor	ddb7ac3b-a5b1-4526-8b38-c228418bf1fb
tumor	3736207b-af3f-45de-96a6-20f387613d91
tumor	285bdba0-d48e-4b0b-947c-bfe5577eca20
tumor	da7aca0d-9d01-4a37-aa89-53624b886931
tumor	9489853e-1c55-4a0d-adf3-dc5f919423d0
tumor	0b6c410e-94c2-4f18-9b08-2faccba247bd
tumor	f8e4b0d1-36fb-48b8-8c8e-cdd3c557d889
tumor	115573d1-70f8-43d0-8224-6d7cbd43f39f
tumor	1c866098-23f1-4c62-99bd-1c6a246c3683
tumor	771efef5-8755-4cf1-8636-7d153c92415f
tumor	15fdad9d-ba94-4d93-ab31-836f9eaf5518
tumor	d0b7bbb7-6222-45cb-9284-5ce2f039f376
tumor	3eb82ff4-179f-44ec-a335-4010f2b71495
tumor	bbf9ef89-27a7-4fef-af53-5b37e5bad4aa
tumor	efde5ae3-1d4d-49c2-85a4-b3250f3cda71
tumor	677ee878-a04e-4e11-8f91-b5ba14626a1a
tumor	ec80ee17-0413-4c0a-8e82-abd23b8429df
tumor	3b710451-3af8-4981-ae2e-d2ce218002c8
normal	9b8bb78f-51aa-46a8-96c2-fb6a11891158
tumor	860a4def-4af3-4582-9c91-d3fd095543d0
normal	318c1a53-4636-496f-849b-5e73c89c840e
tumor	0f35fbd7-bbb9-40c0-b278-c7bca5121cee
normal	6462acc6-16b9-4cca-8e42-87ed34055f62
tumor	f4ec7a19-c28c-4634-83ee-8628187367ea
tumor	e8fc355a-631c-4fed-8db2-f6f66511a274
tumor	fcdf6081-6af3-47be-9e28-49a421017044
tumor	b3347c4b-6a21-449c-b8d4-202c0a745582
normal	dda3010e-26e1-4d54-8667-1025f815a4d8
tumor	055c1e31-e519-4efb-a0e4-49085d354da8
tumor	04f55531-449e-479b-bc4e-b6771dcaa7d7
tumor	0a4f6166-47ea-4c16-9fb1-e8276cb2a9cb
tumor	118e0aac-a4a5-4959-83df-4a7d05ddb623
tumor	3f70f937-cbb0-46ab-9bd1-ee77b4f4bc30
tumor	28a81db4-e7b3-4580-92d8-023a57937760
tumor	efe29d7d-a6f2-4d14-acc7-c40e359c9435
tumor	5506a377-1664-4b53-afa8-dc4b40d642eb
tumor	26396710-22a2-46f5-9eea-d41b7bf81d20
tumor	dfed2f4d-66f1-4e9b-a3ca-b6cd1f10dc78
tumor	aae99615-07bd-4a29-9c77-ff58df702441
tumor	0bb6698a-525c-4314-ae66-a7fc740c9c54
tumor	ba28f71b-83b9-4547-8a30-1f4513335153
tumor	8ed85a83-5931-46fc-80fd-3a6526f94c38
tumor	ff17c929-5e45-4c68-9a05-15f29a178ef2
tumor	4aed35d1-125c-49e2-ab60-d4ae6c3ffb66
normal	1c2ca1c5-e3c7-4816-94ca-e5142794ffb3
tumor	0dc177b4-1b82-4849-af1c-650e5dc25f1b
tumor	52980e32-4afe-476e-b0ed-ef0db940999c
tumor	3e6d685a-f020-43cc-9aef-584b7ec94572
normal	6b1148a4-b3f0-4700-99a4-d960d2f586cd
tumor	edc5355e-518f-42be-9283-d00ed3e00e2e
tumor	b1bd62fa-e635-4b48-ad1b-66bb3103ab11
tumor	22b38dcf-3a98-4f7d-9306-67c25331c6f4
tumor	a9de5277-22b8-4daf-8ac4-a8b9707710e9
tumor	7ab47318-1e42-4f53-bcce-674f13a1f13f
tumor	725bf651-feb7-454e-a4bf-66f476a40961
tumor	bb7b1deb-27c6-4514-945c-1d5e10f5efc0
tumor	4c156691-fa2d-45fd-aaf4-2dfc39ce51bc
tumor	ca73b1aa-ffa0-4a26-91ab-23b864b8e607
normal	fd27d631-a58f-45a5-af6f-36753d84a157
normal	372f8beb-b3fe-45ab-aa39-21b5ceac87b5
tumor	aec729e6-6ecc-43a1-b6ce-81fae86c85c3
tumor	315a3942-e15a-42f9-b62e-67f68ee54c80
tumor	25635f81-d84f-4d06-b259-1c3ff1ed51ae
tumor	e9220ce7-6302-4f70-8e34-59ea5820b2eb
tumor	790b70e9-9534-412b-a509-29c5b0640c74
tumor	47ee860a-fd18-48f2-bfe7-4e19391950bd
tumor	f475faa8-b6ce-4456-8ff7-313bb7df6e33
tumor	d0d1b542-a279-4fe7-b912-023ecfb3a6fe
tumor	d31e4698-7ab5-4ae5-80c2-b1f59605b011
tumor	6ec4ee98-9d22-4adf-a244-be845ded6a01
tumor	247237d8-4070-422b-a863-650b0b3b3a21
tumor	05c55084-9799-4067-828f-0105f3d4a80d
tumor	09fbcf15-32e4-47ac-b595-bc87913df3c4
tumor	be946b00-b11f-4723-96b8-3b57567c1780
normal	1c67899d-4811-4976-b70a-1b086208f42a
tumor	58985b4d-5d01-49ed-8198-84e9ab5ef6be
tumor	4d7b644e-68ee-4405-af57-2af04313e87a
tumor	16730a4f-96e6-4547-be65-ee0215fad084
tumor	3dee9d9d-28b5-4809-8f1b-8bb1a7d19363
tumor	884569ab-5555-4e94-9ac9-f52e72fcc441
tumor	3d42f51c-d9d6-455d-a741-7cfe2553cf22
tumor	316a0ad7-8b4f-4eac-95bd-35c7adeec52c
tumor	7275d299-71e4-44f3-80ac-054c8340fe50
tumor	f353e722-5730-45db-8c18-bf8ac35f075c
normal	03c803d8-e799-45a1-b50a-4d729381b2e9
tumor	d4138e22-84e8-40ee-b473-a69225c09d3f
tumor	21170c72-5f99-40e3-9dba-893d2a473b72
tumor	0e566009-aa8b-438a-b99c-5611a256e0c3
tumor	05143ef9-8fe7-4347-814b-0f727a3d78c0
tumor	fcc8b301-55bb-4dd4-9f48-695c6c4d3ea2
tumor	e10beb4e-2965-4b70-926c-3a83e8a0c4f1
tumor	ff442dde-739e-4540-b2b5-dc7129855ad2
tumor	00eb7cff-2a7d-464e-92f2-04b796a79181
tumor	9a709883-ab28-4040-96b7-52c8ba5de05b
tumor	3851d2c6-2e12-4e75-895e-37b7b59b8ec9
tumor	f2803edc-d81c-4c7e-a3e7-0aecb3527e3b
tumor	422a0292-a9ed-4a75-9225-b515576bd84c
tumor	c3c5d1a1-ba46-4edf-9860-9dbb4008e2b4
tumor	c62c2c1c-b78b-409c-b30e-864891b4403a
tumor	fdcb36ad-6894-4567-8d60-d9d4aac4e90f
normal	05ee6e57-5846-419e-a38b-82940894642f
tumor	8d1a9d09-55c4-40d2-b943-e1c898c10405
tumor	0c7a4192-59ee-4657-a1b3-f7ece8c474a3
normal	10de4282-01e0-4990-9f89-9cf643a7c9d1
tumor	1fa396b8-93de-44fb-a636-8f4790658cdc
normal	7f78024c-a6a1-4bcb-ad9d-72bfb6d2cd61
tumor	1baa447e-4f62-4fb4-bc20-1f070dc81561
tumor	a3e78bfe-6b14-4a17-b92d-5166b207fc0b
tumor	7a4930e7-9522-48f6-ae0b-607c9319c544
tumor	191bf202-353b-4651-b3bd-4a57398bbd2b
tumor	3159fd2a-2017-4a58-b43d-cd215d5caab3
tumor	5e3987b8-e78c-4aa7-9656-7e7cf79ab4a7
tumor	e19fc1b6-7957-4c6e-9e54-b6ea3319cedf
tumor	85c4cd93-e675-4dd2-a85a-2760c41f9d9d
tumor	1c1a4216-8ad9-4bd1-ab34-487c8939a680
normal	2a79050b-9bb9-4111-a8aa-9ebcb9d79138
tumor	6d12a95f-7cc5-4537-8f99-855abd254146
tumor	2366c525-db52-4a65-85e5-de009a7977a0
normal	9127e11a-14e9-42cb-8202-89ec0ec630d3
tumor	40f80afd-b6aa-4ec2-8f0c-63d950213323
tumor	c794298f-e660-4371-8d2f-6ee82f87680d
normal	b028f855-a0f9-4e3c-bca7-a1a9b9fb7ff7
tumor	db919923-c86a-4e4c-bff1-484a80b9a19b
normal	b7300bc9-723c-4186-8205-6d6522d03ce4
tumor	9585e8e3-0767-45b6-960c-912c0a7285b2
tumor	a2d236f8-3475-4b6f-aee9-2c71611fc3e2
tumor	43602841-acf8-4d5c-b6af-7d8398dda9af
tumor	b4721ad6-08c5-415f-a91a-b97c16e203fb
tumor	bfbc6d60-770e-4509-bad2-24c2b938c659
tumor	ed63bd66-7fa9-46eb-ba5f-3c8e7e42ff62
normal	f32799b9-af93-40fd-bebe-dcfb22203bed
normal	9e95d141-0f3f-4360-8d1d-79eb75b7421e
tumor	e4e67e31-e1e3-4d2b-ad0f-2dae17b1807b
tumor	0c167c4a-4d27-4284-ae4a-cf66e578c50d
tumor	a9dc7dce-c98f-4907-91b8-b88d32d3798a
tumor	d0570ccb-1490-4441-8a8b-3b5fa005e83e
tumor	e790a069-e5a5-4ca3-8629-e47fd66ea9a2
tumor	0443e765-16c8-40be-b4ee-9ad466e7641e
tumor	0ac48427-b422-4f7d-9a08-d190b5e60fe0
tumor	da0f223e-0430-4e7b-a290-93c700f53de0
tumor	f8f2f7a3-0a55-4c9d-9f5a-4e765674df3c
tumor	c3ca9105-2907-4df5-9411-abdb86fad25a
tumor	374de2f6-73f0-4b16-b757-1af2e4151c90
tumor	f60b57ff-d006-4533-b67a-ba0c97afdf5b
normal	2c229ae0-c08e-43fa-8661-4229157ee6b2
tumor	b9aebb14-4da4-480c-86ad-9ecc3578b68a
tumor	1f0f7f44-9cfc-40e7-b297-2ded59cc1fbd
tumor	9a9ab27f-0b54-43a4-aefd-d2344be12c3f
tumor	f3bea803-0c53-465d-b9e3-6a4362117825
tumor	fe8e3b67-4f20-4cea-b22b-824e869786f9
tumor	f6d63211-13cd-480d-bec0-d87531d426b1
tumor	18068dd4-48db-4dc7-82dc-aba678e2b5e3
tumor	9fe7d0f4-866d-490f-b2cb-d9be7da889de
tumor	8d8eebfd-796f-4614-87a1-2558c77f3740
tumor	5e6b22be-46c6-4dee-9703-9b3375528dbf
tumor	8bf550b9-0ae8-472a-9215-115c91f8593b
tumor	0721d127-f1f0-4d77-925a-c39b4f728546
tumor	43ac1e24-28b5-4222-b9f2-766b3270f4f7
tumor	90b9b94d-d733-442d-85ab-67bac3064089
tumor	66439aa6-dbe8-4ee1-a6b9-ad1e8fc4c12c
tumor	7f9fde2a-8a0a-4aea-bbe2-f792f6e1c24b
tumor	ad5bb09c-e07d-4a95-88be-b01ecfd2925d
tumor	5a3ca8f9-a524-4c9e-9d74-e7681a3daf2a
tumor	db75fee2-9dc6-48e6-85f2-526f4b62d971
tumor	0f8229c4-e8db-4358-808a-3d7b606cea5f
tumor	bb47ea4a-e86d-4fb7-a3d9-8bbfd4fee8ba
tumor	ede3b71d-f686-4e71-a974-dd5729894207
tumor	4c84b29a-be97-4d89-9c15-c8068994e6e4
tumor	88b7eab4-bac8-4e3b-81ca-e4f80096eb6c
tumor	2f42a8a6-75a7-4790-b03c-0613c4e834b1
normal	603771bc-4e5b-4052-857f-9f55493affb2
tumor	fb1abf4e-4206-447c-a10e-53bf5d35c4b2
tumor	d905c918-d3fa-4ee0-8b1d-5aeb98584def
tumor	81baabd8-3947-4a6b-9b10-562c96d73eb7
tumor	26d552d5-6f78-4802-b2c5-537cdc1ccfec
tumor	2070aadf-b36b-4325-ab90-44c7a9d4b1de
tumor	7b55c2dc-2983-45e6-bc65-6d8af55345e9
tumor	2f555981-ea00-4814-9e04-7c3a8e069c34
tumor	95eb0a63-5b05-40f7-b7e0-d62354096d87
tumor	2b1310bc-7bcf-4426-ab94-facaed67b72d
tumor	622103fd-30a7-4cf5-aad9-67b1e763a59f
tumor	3a898016-4947-4863-99d1-3d203d2432d1
tumor	14944a49-ea92-436b-9a6f-b71d4d43e0c1
tumor	1fc7332c-c0bd-48ac-9f15-2f85368153d1
tumor	bcaa92c4-34b4-47f5-ae22-3d52ad8713a9
tumor	36376ad5-3014-4db2-b87a-bcdbfcf474d6
normal	18bb9ec6-31ca-4b55-9e29-3f4f952d69a4
tumor	cb1d852f-3d92-4dad-8d1b-f31b80a719e0
tumor	a31e6727-90ba-488a-b37c-56fdfea51117
tumor	08b8af05-a42e-477b-bb14-269aef00ec80
tumor	623174c4-7bd0-4620-a4c9-6dc6bf5796f2
tumor	466372fa-b697-489a-8709-4fe5bea7bda1
tumor	c78fbc50-3f7f-4f4a-8c83-bca5e2f54602
tumor	4fa15668-8983-4e8d-bb11-ec9fd05613d0
tumor	f310d958-a5c7-4742-8574-58002e79af24
tumor	87ea65c4-8029-41ce-94ab-03dd9781d890
tumor	177d8b69-f07a-450e-89bf-3a374674170f
normal	6e023451-138e-41c2-a765-9b72350666d2
tumor	4ed767c5-18c2-413d-b957-3a404bb746f3
tumor	2638c7b9-93b5-4ddb-adbf-5548dfd4302e
tumor	bb0375e1-06d1-403b-aef1-a8bfa94f92cc
normal	57a9bffd-3236-4af5-bba2-63cc05733613
tumor	e498d620-dff8-4610-8547-de161a771b6b
